Match_No,Match_Between,Team_Innings,Batsman_Name,Batting_Position,Runs,Balls,Fours,Sixes,Strike_Rate,Out,Boundary_Runs,Match_ID
47,South Africa vs Australia,Australia,Pat Cummins,9,14,29,2,0,48.276,0,8,ODI # 4704
48,India vs Australia,India,Rohit Sharma,1,47,31,4,3,151.613,1,34,ODI # 4705
48,India vs Australia,India,Shubman Gill,2,4,7,0,0,57.143,1,0,ODI # 4705
48,India vs Australia,India,Virat Kohli,3,54,63,4,0,85.714,1,16,ODI # 4705
48,India vs Australia,India,Shreyas Iyer,4,4,3,1,0,133.333,1,4,ODI # 4705
48,India vs Australia,India,KL Rahul,5,66,107,1,0,61.682,1,4,ODI # 4705
48,India vs Australia,India,Ravindra Jadeja,6,9,22,0,0,40.909,1,0,ODI # 4705
48,India vs Australia,India,Suryakumar Yadav,7,18,28,1,0,64.286,1,4,ODI # 4705
48,India vs Australia,India,Mohammed Shami,8,6,10,1,0,60,1,4,ODI # 4705
48,India vs Australia,India,Jasprit Bumrah,9,1,3,0,0,33.333,1,0,ODI # 4705
48,India vs Australia,India,Kuldeep Yadav,10,10,18,0,0,55.556,1,0,ODI # 4705
48,India vs Australia,India,Mohammed Siraj,11,9,8,1,0,112.5,0,4,ODI # 4705
48,India vs Australia,Australia,David Warner,1,7,3,1,0,233.333,1,4,ODI # 4705
48,India vs Australia,Australia,Travis Head,2,137,120,15,4,114.167,1,84,ODI # 4705
48,India vs Australia,Australia,Mitchell Marsh,3,15,15,1,1,100,1,10,ODI # 4705
48,India vs Australia,Australia,Steve Smith,4,4,9,1,0,44.444,1,4,ODI # 4705
48,India vs Australia,Australia,Marnus Labuschagne,5,58,110,4,0,52.727,0,16,ODI # 4705
48,India vs Australia,Australia,Glenn Maxwell,6,2,1,0,0,200,0,0,ODI # 4705
